Comp,EquipoA,EquipoB,GolesA,GolesB,Info,JugadoresA,JugadoresB
WC Qualification CONCACAF,Mexico,Trinidad and T…,3,1,/matches/2017/10/07/nc-america/wc-qualifying-concacaf/mexico/trinidad-and-tobago/2292062/,"[José Corona, H. Moreno, M. Layún, D. Reyes, C. Salcedo, A. Guardado, J. Aquino, H. Herrera, G. dos Santos, Javier Hernández, Jesús Corona]","[A. Foncette, K. Villaroel, C. Gonzales, D. Cyrus, K. Moses, K. Hyland, L. Paul, K. George, N. Lewis, S. Winchester, L. Garcia]"
Friendlies,Belgium,Mexico,3,3,/matches/2017/11/10/world/friendlies/belgium/mexico/2641530/,"[T. Courtois, T. Vermaelen, L. Ciman, T. Meunier, D. Boyata, A. Witsel, N. Chadli, K. De Bruyne, Y. Tielemans, E. Hazard, R. Lukaku]","[G. Ochoa, H. Moreno, M. Layún, D. Reyes, N. Araújo, C. Salcedo, A. Guardado, H. Herrera, C. Vela, Javier Hernández, H. Lozano]"
Friendlies,Mexico,Bosnia-Herzegovina,1,0,/matches/2018/02/01/world/friendlies/mexico/bosnia-herzegovina/2686712/,"[R. Cota, H. Ayala, O. Alanís, J. Molina, Elías Hernández, L. Rodríguez, O. Pineda, J. Gallardo, C. Vela, G. dos Santos, H. Martín]","[I. Šehić, D. Graovac, D. Todorović, H. Medunjanin, A. Bekić, G. Zakarić, E. Sarić, T. Tomić, S. Lončar, L. Menalo, M. Ahmetovic]"
Friendlies,Mexico,Scotland,1,0,/matches/2018/06/03/world/friendlies/mexico/scotland/2720125/,"[G. Ochoa, H. Ayala, M. Layún, C. Salcedo, E. Álvarez, H. Herrera, J. Gallardo, C. Vela, G. dos Santos, R. Jiménez, H. Lozano]","[J. McLaughlin, G. Shinnie, S. O'Donnell, C. Paterson, S. McKenna, J. Hendry, K. McLean, D. McGeouch, R. Christie, J. Russell, O. McBurnie]"
Friendlies,Finland,Sweden,0,3,/matches/2016/01/10/world/friendlies/finland/sweden/2169646/,"[M. Hilander, V. Jalasto, T. Heikkilä, H. Patronen, J. Raitala, P. Hetemaj, R. Schüller, P. Forsell, T. Pukki, A. Pelvas, Roope Riski]","[P. Carlgren, E. Salomonsson, E. Bergström, P. Konate, S. Holmén, G. Svensson, V. Claesson, M. Rohdén, N. Bärkroth, M. Ishak, G. Engvall]"
Friendlies,Sweden,Czech Republic,1,1,/matches/2016/03/29/world/friendlies/sweden/czech-republic/2177281/,"[A. Isaksson, Martin Olsson, A. Granqvist, E. Salomonsson, V. Lindelöf, K. Källström, J. Durmaz, E. Forsberg, O. Lewicki, Z. Ibrahimović, M. Berg]","[T. Vaclík, T. Sivok, M. Suchý, D. Pudil, T. Gebre Selassie, D. Kolář, L. Mareček, L. Krejčí, V. Darida, J. Skalák, M. Vydra]"
WC Qualification Europe,Sweden,Netherlands,1,1,/matches/2016/09/06/europe/wc-qualifying-europe/sweden/netherlands/2116183/,"[R. Olsen, O. Wendt, A. Granqvist, M. Lustig, V. Lindelöf, E. Forsberg, O. Hiljemark, M. Rohdén, A. Fransson, M. Berg, J. Guidetti]","[J. Zoet, D. Janmaat, D. Blind, J. Bruma, V. van Dijk, W. Sneijder, G. Wijnaldum, K. Strootman, D. Klaassen, Q. Promes, V. Janssen]"
Friendlies,Sweden,Wales,3,0,/matches/2016/06/05/world/friendlies/sweden/wales/2206332/,"[A. Isaksson, Martin Olsson, A. Granqvist, M. Lustig, E. Johansson, K. Källström, S. Larsson, E. Forsberg, O. Lewicki, Z. Ibrahimović, M. Berg]","[W. Hennessey, C. Gunter, N. Taylor, A. Williams, J. Chester, B. Davies, A. King, D. Vaughan, A. Ramsey, J. Williams, S. Vokes]"
European Championship,Italy,Sweden,1,0,/matches/2016/06/17/europe/european-championships/italy/sweden/2024867/,"[G. Buffon, A. Barzagli, L. Bonucci, G. Chiellini, D. De Rossi, A. Candreva, E. Giaccherini, M. Parolo, A. Florenzi, G. Pellè, E. Martins]","[A. Isaksson, Martin Olsson, A. Granqvist, E. Johansson, V. Lindelöf, K. Källström, S. Larsson, A. Ekdal, E. Forsberg, Z. Ibrahimović, J. Guidetti]"
WC Qualification Europe,Sweden,Bulgaria,3,0,/matches/2016/10/10/europe/wc-qualifying-europe/sweden/bulgaria/2116189/,"[R. Olsen, Martin Olsson, A. Granqvist, V. Lindelöf, E. Krafth, A. Ekdal, J. Durmaz, E. Forsberg, O. Hiljemark, M. Berg, O. Toivonen]","[V. Stoyanov, A. Aleksandrov, S. Popov, V. Bozhikov, A. Nedyalkov, I. Popov, S. Dyakov, G. Milanov, G. Kostadinov, I. Chochev, S. Slavchev]"
Friendlies,Hungary,Sweden,0,2,/matches/2016/11/15/world/friendlies/hungary/sweden/2366942/,"[G. Király, R. Juhász, A. Fiola, T. Kádár, Á. Pintér, Á. Elek, Z. Stieber, M. Vida, T. Priskin, K. Németh, G. Lovrencsics]","[K. Nordfeldt, O. Wendt, A. Granqvist, P. Jansson, E. Krafth, J. Johansson, O. Hiljemark, M. Rohdén, S. Larsson, C. Nyman, I. Thelin]"
Non-FIFA Friendlies,Sweden,Slovakia,6,0,/matches/2017/01/12/world/non-fifa-friendlies/sweden/slovakia/2376849/,"[A. Linde, A. Tinnerholm, J. Une-Larsson, J. Nilsson, L. Wahlqvist, J. Allansson, O. Lewicki, V. Claesson, S. Andersson, D. Moberg-Karlsson, A. Isak]","[M. Dúbravka, M. Čonka, D. Vavro, D. Kružliak, M. Šulek, M. Škvarka, T. Huk, F. Hlohovsky, M. Káčer, D. Guba, P. Šafranko]"
Friendlies,Norway,Sweden,1,1,/matches/2017/06/13/world/friendlies/norway/sweden/2417713/,"[Ø. Nyland, H. Nordtveit, P. Flo, E. Hovland, J. Svensson, M. Elyounoussi, M. Dæhli, A. Trondsen, S. Berge, A. Søderlund, B. Johnsen]","[K. Nordfeldt, N. Hult, P. Jansson, E. Krafth, F. Helander, S. Larsson, O. Hiljemark, V. Claesson, J. Guidetti, S. Larsson, C. Nyman]"
WC Qualification Europe,Belarus,Sweden,0,4,/matches/2017/09/03/europe/wc-qualifying-europe/belarus/sweden/2116202/,"[S. Chernik, E. Filipenko, M. Sivakov, I. Burko, A. Rios, S. Balanovich, P. Nekhajchik, A. Sachivko, N. Korzun, A. Saroka, N. Signevich]","[R. Olsen, A. Granqvist, M. Lustig, V. Lindelöf, L. Augustinsson, J. Johansson, S. Larsson, J. Durmaz, E. Forsberg, M. Berg, C. Nyman]"
WC Qualification Europe,Netherlands,Sweden,2,0,/matches/2017/10/10/europe/wc-qualifying-europe/netherlands/sweden/2116210/,"[J. Cillessen, D. Blind, K. Rekik, N. Aké, V. van Dijk, K. Tete, A. Robben, R. Babel, G. Wijnaldum, T. Vilhena, V. Janssen]","[R. Olsen, A. Granqvist, M. Lustig, V. Lindelöf, L. Augustinsson, J. Johansson, S. Larsson, E. Forsberg, V. Claesson, M. Berg, O. Toivonen]"
WC Qualification Europe,Italy,Sweden,0,0,/matches/2017/11/13/europe/wc-qualifying-europe/italy/sweden/2638004/,"[G. Buffon, A. Barzagli, L. Bonucci, G. Chiellini, M. Darmian, A. Candreva, M. Parolo, Jorginho, A. Florenzi, C. Immobile, M. Gabbiadini]","[R. Olsen, A. Granqvist, M. Lustig, V. Lindelöf, L. Augustinsson, J. Johansson, S. Larsson, E. Forsberg, V. Claesson, M. Berg, O. Toivonen]"
Friendlies,Romania,Sweden,1,0,/matches/2018/03/27/world/friendlies/romania/sweden/2719505/,"[C. Tătărușanu, C. Sapunaru, D. Grigore, A. Toșca, C. Manea, A. Chipciu, M. Pintilii, N. Stanciu, A. Mitriță, R. Marin, G. Țucudean]","[K. Johnsson, N. Hult, P. Jansson, J. Larsson, F. Helander, J. Durmaz, O. Hiljemark, A. Fransson, K. Sema, J. Guidetti, I. Thelin]"
Non-FIFA Friendlies,Sweden,Estonia,1,1,/matches/2018/01/07/world/non-fifa-friendlies/sweden/estonia/2700546/,[],[]
Friendlies,Sweden,Chile,1,2,/matches/2018/03/24/world/friendlies/sweden/chile/2697166/,"[K. Nordfeldt, Martin Olsson, A. Granqvist, M. Lustig, V. Lindelöf, G. Svensson, S. Larsson, E. Forsberg, V. Claesson, M. Berg, O. Toivonen]","[J. Herrera, M. Isla, E. Roco, G. Maripán, A. Vidal, C. Aránguiz, J. Beausejour, P. Hernández, Á. Sagal, A. Sánchez, E. Vargas]"
WC Qualification Europe,Bulgaria,Sweden,3,2,/matches/2017/08/31/europe/wc-qualifying-europe/bulgaria/sweden/2116199/,"[P. Iliev, S. Manolev, P. Zanev, S. Popov, V. Bozhikov, B. Chorbadzhiyski, I. Popov, G. Milanov, G. Kostadinov, I. Chochev, S. Slavchev]","[R. Olsen, A. Granqvist, M. Lustig, V. Lindelöf, L. Augustinsson, J. Johansson, A. Ekdal, J. Durmaz, E. Forsberg, M. Berg, O. Toivonen]"
WC Qualification Europe,Sweden,Luxembourg,8,0,/matches/2017/10/07/europe/wc-qualifying-europe/sweden/luxembourg/2116205/,"[R. Olsen, A. Granqvist, M. Lustig, V. Lindelöf, L. Augustinsson, J. Johansson, S. Larsson, E. Forsberg, V. Claesson, M. Berg, O. Toivonen]","[J. Joubert, M. Mutsch, M. Jänisch, K. Malget, C. Philipps, D. Holter, C. Martins Pereira, O. Thill, Daniel Alves da Mota, A. Joachim, V. Thill]"
WC Qualification Europe,Sweden,Italy,1,0,/matches/2017/11/10/europe/wc-qualifying-europe/sweden/italy/2638000/,"[R. Olsen, A. Granqvist, V. Lindelöf, L. Augustinsson, E. Krafth, S. Larsson, A. Ekdal, E. Forsberg, V. Claesson, M. Berg, O. Toivonen]","[G. Buffon, A. Barzagli, L. Bonucci, G. Chiellini, M. Darmian, D. De Rossi, A. Candreva, M. Verratti, M. Parolo, C. Immobile, A. Belotti]"
Friendlies,Sweden,Slovenia,0,0,/matches/2016/05/30/world/friendlies/sweden/slovenia/2185042/,"[A. Isaksson, A. Granqvist, M. Lustig, V. Lindelöf, P. Wernbloom, S. Larsson, J. Durmaz, E. Forsberg, O. Hiljemark, J. Guidetti, I. Thelin]","[V. Belec, B. Jokić, N. Skubic, Aljaž Struna, L. Krajnc, R. Kronaveter, J. Iličić, K. Kampl, R. Krhin, R. Bezjak, R. Berič]"
European Championship,Republic of Ir…,Sweden,1,1,/matches/2016/06/13/europe/european-championships/ireland-republic/sweden/2024866/,"[D. Randolph, J. O'Shea, S. Coleman, C. Clark, G. Whelan, W. Hoolahan, J. McCarthy, R. Brady, J. Hendrick, S. Long, J. Walters]","[A. Isaksson, Martin Olsson, A. Granqvist, M. Lustig, V. Lindelöf, K. Källström, S. Larsson, E. Forsberg, O. Lewicki, Z. Ibrahimović, M. Berg]"
European Championship,Sweden,Belgium,0,1,/matches/2016/06/22/europe/european-championships/sweden/belgium/2024870/,"[A. Isaksson, Martin Olsson, A. Granqvist, E. Johansson, V. Lindelöf, K. Källström, S. Larsson, A. Ekdal, E. Forsberg, Z. Ibrahimović, M. Berg]","[T. Courtois, T. Vermaelen, J. Vertonghen, T. Alderweireld, T. Meunier, A. Witsel, R. Nainggolan, K. De Bruyne, Y. Carrasco, E. Hazard, R. Lukaku]"
Friendlies,Turkey,Sweden,2,1,/matches/2016/03/24/world/friendlies/turkey/sweden/2206324/,"[V. Babacan, H. Balta, C. Erkin, G. Gönül, A. Turan, M. Topal, S. İnan, V. Şen, O. Özyakup, O. Tufan, C. Tosun]","[R. Olsen, A. Granqvist, M. Lustig, V. Lindelöf, L. Augustinsson, K. Källström, E. Zengin, A. Ekdal, J. Durmaz, M. Berg, J. Guidetti]"
Friendlies,Sweden,Estonia,1,1,/matches/2016/01/06/world/friendlies/sweden/estonia/2180610/,"[K. Johnsson, A. Tinnerholm, E. Bergström, S. Holmén, A. Lundqvist, G. Svensson, V. Claesson, M. Rohdén, A. Fransson, E. Kujović, C. Nyman]","[P. Londak, T. Teniste, N. Baranov, A. Pikk, S. Puri, I. Subbotin, A. Raudsepp, K. Mets, M. Gussev, I. Antonov, M. Käit]"
WC Qualification Europe,Luxembourg,Sweden,0,1,/matches/2016/10/07/europe/wc-qualifying-europe/luxembourg/sweden/2116185/,"[A. Moris, M. Mutsch, K. Malget, C. Philipps, L. Jans, D. Carlson, C. Martins Pereira, F. Bohnert, A. Joachim, M. Deville, V. Thill]","[R. Olsen, Martin Olsson, A. Granqvist, M. Lustig, V. Lindelöf, A. Ekdal, J. Durmaz, E. Forsberg, O. Hiljemark, M. Berg, J. Guidetti]"
Non-FIFA Friendlies,Sweden,Côte d'Ivoire,1,2,/matches/2017/01/08/world/non-fifa-friendlies/sweden/cote-divoire/2376847/,"[P. Abrahamsson, E. Salomonsson, P. Konate, L. Wahlqvist, F. Brorsson, O. Lewicki, V. Claesson, K. Olsson, N. Bärkroth, S. Andersson, P. Frick]","[S. Gbohouo, A. Traore, S. Aurier, W. Kanon, S. Kalou, S. Dié, V. Angban, F. Kessié, S. N’Guessan, W. Bony, N. Pépé]"
WC Qualification Europe,Sweden,Belarus,4,0,/matches/2017/03/25/europe/wc-qualifying-europe/sweden/belarus/2116193/,"[R. Olsen, A. Granqvist, M. Lustig, P. Jansson, L. Augustinsson, A. Ekdal, J. Durmaz, E. Forsberg, O. Hiljemark, M. Berg, O. Toivonen]","[A. Gorbunov, E. Filipenko, S. Politsevich, M. Bordachev, I. Shitov, A. Martynovich, A. Rios, R. Bressan, I. Maevski, M. Gordeychuk, N. Signevich]"
Friendlies,Thailand,Korea Republic,0,1,/matches/2016/03/27/world/friendlies/thailand/korea-republic/2219109/,"[S. Hathairattanakool, T. Bunmathan, P. Chutong, N. Weerawatnodom, S. Dechmitr, J. Kaewprom, K. Thaweekarn, T. Kesarat, P. Deeprom, M. Tossakai, A. Kraisorn]","[Kim Seung-Gyu, Kim Chang-Soo, Park Joo-Ho, Kim Young-Gwon, Hong Jeong-Ho, Ko Myong-Jin, Ki Sung-Yeung, Nam Tae-Hee, Jung Woo-Young, Suk Hyun-Jun, Lee Jeong-hyeop]"
Friendlies,Korea Republic,Canada,2,0,/matches/2016/11/11/world/friendlies/korea-republic/canada/2366278/,"[Kwoun Sun-Tae, Kim Chang-Soo, Park Joo-Ho, Kim Ki-Hee, Jang Hyun-Soo, Nam Tae-Hee, Kim Bo-Kyung, Ji Dong-Won, Han Kook-Young, Jung Woo-Young, Lee Jeong-hyeop]","[S. Thomas, D. Edgar, A. Straith, K. Ouimette, M. Tissot, M. de Jong, S. Piette, F. Aird, M. James, M. Bustos, M. Haber]"
WC Qualification Asia,Korea Republic,China PR,3,2,/matches/2016/09/01/asia/wc-qualifying-asia/korea-republic/china-pr/2228496/,"[Jung Sung-Ryong, Hong Jeong-Ho, Oh Jae-Suk, Kim Ki-Hee, Jang Hyun-Soo, Ki Sung-Yeung, Lee Chung-Yong, Koo Ja-Cheol, Ji Dong-Won, Han Kook-Young, Son Heung-Min]","[Zeng Cheng, Feng Xiaoting, Ren Hang, Li Xuepeng, Zhang Linpeng, Yu Hai, Zheng Zhi, Huang Bowen, Wu Lei, Wu Xi, Sun Ke]"
WC Qualification Asia,Korea Republic,Qatar,3,2,/matches/2016/10/06/asia/wc-qualifying-asia/korea-republic/qatar/2228503/,"[Kim Seung-Gyu, Hong Jeong-Ho, Hong Chul, Kim Ki-Hee, Jang Hyun-Soo, Ki Sung-Yeung, Koo Ja-Cheol, Ji Dong-Won, Jung Woo-Young, Son Heung-Min, Suk Hyun-Jun]","[Saad Al Sheeb, Mohammed Kasola, Boualem Khoukhi, Abdelkarim Hassan, Pedro Miguel Correia, Ahmed Yasser, Rodrigo Barbosa Tabata, Ahmed El Sayed, Luiz Ceará, Hassan Khalid, Sebastián Soria]"
WC Qualification Asia,China PR,Korea Republic,1,0,/matches/2017/03/23/asia/wc-qualifying-asia/china-pr/korea-republic/2228511/,"[Zeng Cheng, Feng Xiaoting, Zhang Linpeng, Jiang Zhipeng, Mei Fang, Zheng Zhi, Hao Junmin, Wang Yongpo, Wu Lei, Zhang Xizhe, Yu Dabao]","[Kwoun Sun-Tae, Hong Jeong-Ho, Kim Jin-Su, Lee Yong, Jang Hyun-Soo, Ko Myong-Jin, Ki Sung-Yeung, Nam Tae-Hee, Koo Ja-Cheol, Ji Dong-Won, Lee Jeong-hyeop]"
Friendlies,Iraq,Korea Republic,0,0,/matches/2017/06/07/world/friendlies/iraq/korea-republic/2435087/,"[Mohammed Gassid, Ahmad Ibrahim Khalaf, Ali Bahjat Fadhil, Rebin Solaka Adhamat, Waleed Salim, Ahmed Yasin, Saad Abdulameer, Humam Tariq, Bashar Rasan, Amjad Attwan, Ala'a Abdul Zahra]","[Kim Seung-Gyu, Kim Chang-Soo, Park Joo-Ho, Hong Jeong-Ho, Jang Hyun-Soo, Ki Sung-Yeung, Lee Chung-Yong, Nam Tae-Hee, Ji Dong-Won, Han Kook-Young, Son Heung-Min]"
EAFF E-1 Football Championship,Korea Republic,China PR,2,2,/matches/2017/12/09/asia/east-asian-football-championship/korea-republic/china-pr/2576220/,"[Kim Jin-Hyeon, Choi Chul-Soon, Kim Jin-Su, Jang Hyun-Soo, Kwon Kyung-Won, Yeom Ki-Hun, Jung Woo-Young, Lee Myeong-Ju, Ju Se-Jong, Lee Jae-Sung II, Kim Shin-Wook]","[Yan Junling, Zheng Zheng, Liu Yiming, Gao Zhunyi, Deng Hanwen, Zhao Xuri, Wu Xi, He Chao, Yu Dabao, Wei Shihao, Yang Liyu]"
Friendlies,Korea Republic,Jamaica,2,2,/matches/2018/01/30/world/friendlies/korea-republic/jamaica/2716715/,"[Kim Seung-Gyu, Choi Chul-Soon, Kim Jin-Su, Yun Young-Sun, Jang Hyun-Soo, Jung Woo-Young, Lee Chang-Min, Son Joon-Ho, Lee Jae-Sung II, Lee Keun-Ho, Kim Shin-Wook]","[A. Knight, L. Richie, S. Francis, K. Lawrence, J. Watson, D. Williams, R. Morris, O. Fisher, F. McCarthy, D. Kelly, J. East]"
Friendlies,Northern Ireland,Korea Republic,2,1,/matches/2018/03/24/world/friendlies/northern-ireland/korea-republic/2719450/,"[T. Carson, A. Hughes, G. McAuley, J. Evans, C. Evans, O. Norwood, G. Saville, J. Lewis, J. Ward, J. Magennis, J. Jones]","[Kim Seung-Gyu, Park Joo-Ho, Kim Jin-Su, Lee Yong, Jang Hyun-Soo, Kim Min-Jae, Ki Sung-Yeung, Lee Jae-Sung II, Kim Shin-Wook, Son Heung-Min, Kwon Chang-Hoon]"
Friendlies,Korea Republic,Honduras,2,0,/matches/2018/05/28/world/friendlies/korea-republic/honduras/2757157/,"[Cho Hyun-Woo, Kim Young-Gwon, Hong Chul, Jung Seung-Hyun, Lee Chung-Yong, Ko Yo-Han, Jung Woo-Young, Ju Se-Jong, Son Heung-Min, Hwang Hee-Chan, Lee Seung-Woo]","[D. Escober, B. Beckeles, J. Leverón, E. Alvarado, H. Figueroa, J. Claros, M. Martínez, A. Mejía, A. López, R. Rojas, R. Castillo]"
Friendlies,Korea Republic,Bolivia,0,0,/matches/2018/06/07/world/friendlies/korea-republic/bolivia/2757159/,"[Kim Seung-Gyu, Park Joo-Ho, Kim Young-Gwon, Lee Yong, Jang Hyun-Soo, Ki Sung-Yeung, Jung Woo-Young, Moon Seon-Min, Kim Shin-Wook, Hwang Hee-Chan, Lee Seung-Woo]","[C. Lampe, R. Raldes, José Sagredo, E. Saavedra, J. Campos, L. Justiniano, C. Áñez, D. Bejarano, L. Haquin, J. Arce, R. Vargas]"
Friendlies,Korea Republic,Latvia,1,0,/matches/2018/02/03/world/friendlies/korea-republic/latvia/2717510/,"[Kim Seung-Gyu, Kim Jin-Su, Jung Seung-Hyun, Kim Min-Jae, Ko Yo-Han, Lee Seung-Ki, Jung Woo-Young, Lee Jae-Sung II, Lee Chan-Dong, Lee Keun-Ho, Kim Shin-Wook]","[K. Ikstens, G. Freimanis, V. Jagodinskis, M. Ošs, Ņ. Koļesovs, C. Torres, D. Hmizs, J. Kazačoks, D. Indrāns, R. Jurkovskis, E. Gauračs]"
Friendlies,Korea Republic,Bosnia-Herzegovina,1,3,/matches/2018/06/01/world/friendlies/korea-republic/bosnia-herzegovina/2757158/,"[Kim Seung-Gyu, Yun Young-Sun, Lee Yong, Oh Ban-Suk, Ki Sung-Yeung, Kim Min-Woo, Koo Ja-Cheol, Jung Woo-Young, Lee Jae-Sung II, Son Heung-Min, Hwang Hee-Chan]","[I. Šehić, T. Šunjić, E. Zukanović, E. Ćivić, D. Todorović, M. Pjanić, E. Višća, G. Cimirot, M. Bešić, H. Duljević, E. Džeko]"
EAFF E-1 Football Championship,Korea DPR,Korea Republic,0,1,/matches/2017/12/12/asia/east-asian-football-championship/korea-dpr/korea-republic/2576222/,"[Ri Myong-Guk, Kang I Kuk-Chol, Jang Kuk-Chol, Sim Hyon-Jin, Pak Song-Chol, Pak Myong-Song, Ri Yong-Chol, Lee Yong-Jick, Ri Un-Chol, Jong Il-Gwan, Kim Yu-Song]","[Cho Hyun-Woo, Kim Jin-Su, Jang Hyun-Soo, Kwon Kyung-Won, Jung Seung-Hyun, Ko Yo-Han, Kim Min-Woo, Jung Woo-Young, Lee Chang-Min, Lee Jae-Sung II, Jin Sung-Wook]"
Friendlies,Korea Republic,Moldova,1,0,/matches/2018/01/27/world/friendlies/korea-republic/moldova/2716713/,"[Cho Hyun-Woo, Kim Young-Gwon, Hong Chul, Kim Tae-Hwan, Kim Min-Jae, Ko Yo-Han, Kim Seong-Jun, Lee Seung-Ki, Lee Chan-Dong, Jin Sung-Wook, Kim Seung-Dae]","[I. Cebanu, I. Jardan, V. Posmac, R. Rogac, A. Cojocari, A. Paşcenco, A. Rozgoniuc, V. Paireli, A. Dedov, S. Plătică, V. Damaşcan]"
Friendlies,Czech Republic,Korea Republic,1,2,/matches/2016/06/05/world/friendlies/czech-republic/korea-republic/2210848/,"[P. Čech, T. Sivok, M. Kadlec, T. Gebre Selassie, P. Kadeřábek, T. Rosický, J. Šural, D. Pavelka, L. Krejčí, V. Darida, T. Necid]","[Jung Sung-Ryong, Kwak Tae-Hwi, Lee Yong, Kim Ki-Hee, Jang Hyun-Soo, Ji Dong-Won, Yoon Bit-Garam, Jung Woo-Young, Ju Se-Jong, Son Heung-Min, Suk Hyun-Jun]"
WC Qualification Asia,Syria,Korea Republic,0,0,/matches/2016/09/06/asia/wc-qualifying-asia/syria/korea-republic/2228499/,"[Ibrahim Alma, Alaa Al Shbli, Ahmad Al Salih, Jehad Al Baour, Moayad Ajan, Mahmoud Al Mawas, Khaled Mobayed, Zahir Al Midani, Yousef Qalfa, Abdelrazaq Al Hussain, Raafat Mohtadi]","[Kim Seung-Gyu, Kim Young-Gwon, Oh Jae-Suk, Lee Yong, Jang Hyun-Soo, Ki Sung-Yeung, Lee Chung-Yong, Koo Ja-Cheol, Ji Dong-Won, Han Kook-Young, Lee Jae-Sung II]"
WC Qualification Asia,Korea Republic,Kuwait,3,0,/matches/2016/03/29/asia/wc-qualifying-asia/korea-republic/kuwait/2028727/,[],[]
WC Qualification Asia,Korea Republic,Lebanon,1,0,/matches/2016/03/24/asia/wc-qualifying-asia/korea-republic/lebanon/2028725/,"[Kim Jin-Hyeon, Kwak Tae-Hwi, Kim Jin-Su, Kim Ki-Hee, Jang Hyun-Soo, Ki Sung-Yeung, Lee Chung-Yong, Koo Ja-Cheol, Han Kook-Young, Lee Jae-Sung II, Hwang Ui-jo]","[Mehdi Khalil, Yousif Mohamad, Joan Oumari, Mootaz Jounaidi, Walid  Ismail, Nour Mansour, Mohammad Tahhan, Hassan Maatouk, Adnan Haidar, Abbas Ali Atwi, Soony Saad]"
WC Qualification Asia,Korea Republic,Uzbekistan,2,1,/matches/2016/11/15/asia/wc-qualifying-asia/korea-republic/uzbekistan/2228509/,"[Kim Seung-Gyu, Kim Chang-Soo, Park Joo-Ho, Kim Ki-Hee, Jang Hyun-Soo, Ki Sung-Yeung, Nam Tae-Hee, Koo Ja-Cheol, Ji Dong-Won, Son Heung-Min, Lee Jeong-hyeop]","[A. Lobanov, A. Ismailov, V. Denisov, Y. Krimets, D. Khashimov, O. Shukurov, V. Afonin, O. Akhmedov, E. Shomurodov, M. Bikmaev, I. Sergeev]"
WC Qualification Asia,Korea Republic,Syria,1,0,/matches/2017/03/28/asia/wc-qualifying-asia/korea-republic/syria/2228514/,"[Kwoun Sun-Tae, Choi Chul-Soon, Hong Jeong-Ho, Kim Jin-Su, Jang Hyun-Soo, Ko Myong-Jin, Ki Sung-Yeung, Nam Tae-Hee, Koo Ja-Cheol, Son Heung-Min, Hwang Hee-Chan]","[Ibrahim Alma, Alaa Al Shbli, Ahmad Al Salih, Moayad Ajan, Hadi Al Masri, Tamer Haj Mohamad, Mahmoud Al Mawas, Khaled Mobayed, Fahd Youssef, Nasouh Al Nakdali, Omar Khribin]"
WC Qualification Asia,Qatar,Korea Republic,3,2,/matches/2017/06/13/asia/wc-qualifying-asia/qatar/korea-republic/2228518/,"[Saad Al Sheeb, Ibrahim Majid, Mohammed Musa, Mohammed Kasola, Boualem Khoukhi, Abdelkarim Hassan, Pedro Miguel Correia, Rodrigo Barbosa Tabata, Ali Assadalla, Hassan Khalid, Akram Afif]","[Kwoun Sun-Tae, Choi Chul-Soon, Kwak Tae-Hwi, Kim Jin-Su, Jang Hyun-Soo, Ki Sung-Yeung, Ji Dong-Won, Han Kook-Young, Lee Jae-Sung II, Son Heung-Min, Hwang Hee-Chan]"
WC Qualification Asia,Uzbekistan,Korea Republic,0,0,/matches/2017/09/05/asia/wc-qualifying-asia/uzbekistan/korea-republic/2228524/,"[I. Nesterov, A. Ismailov, V. Denisov, Y. Krimets, D. Khashimov, O. Shukurov, A. Haydarov, S. Djeparov, O. Akhmedov, E. Shomurodov, I. Sergeev]","[Kim Seung-Gyu, Kim Young-Gwon, Jang Hyun-Soo, Kim Min-Jae, Ko Yo-Han, Kim Min-Woo, Jung Woo-Young, Lee Keun-Ho, Son Heung-Min, Kwon Chang-Hoon, Hwang Hee-Chan]"
Friendlies,Belgium,Finland,1,1,/matches/2016/06/01/world/friendlies/belgium/finland/2189881/,"[T. Courtois, T. Vermaelen, J. Vertonghen, T. Alderweireld, J. Denayer, M. Fellaini, A. Witsel, K. De Bruyne, E. Hazard, M. Batshuayi, D. Origi]","[L. Hradecky, K. Arkivuo, J. Raitala, M. Halsti, P. Arajuuri, J. Toivio, R. Eremenko, T. Sparv, K. Hämäläinen, P. Hetemaj, A. Ring]"
European Championship,Wales,Belgium,3,1,/matches/2016/07/01/europe/european-championships/wales/belgium/2024886/,"[W. Hennessey, C. Gunter, N. Taylor, A. Williams, J. Chester, B. Davies, J. Ledley, J. Allen, A. Ramsey, G. Bale, H. Robson-Kanu]","[T. Courtois, T. Alderweireld, T. Meunier, J. Lukaku, J. Denayer, A. Witsel, R. Nainggolan, K. De Bruyne, Y. Carrasco, E. Hazard, R. Lukaku]"
