Comp,EquipoA,EquipoB,GolesA,GolesB,Info,JugadoresA,JugadoresB
WC Qualification Asia,Uzbekistan,Iran,0,1,/matches/2016/10/06/asia/wc-qualifying-asia/uzbekistan/iran/2228501/,"[A. Lobanov, A. Ismailov, V. Denisov, I. Tukhtakhujaev, Y. Krimets, O. Shukurov, A. Haydarov, S. Djeparov, S. Rashidov, E. Shomurodov, I. Sergeev]","[A. Beiranvand, J. Hosseini, M. Pouraliganji, R. Rezaeian, Milad Mohammadi, M. Shojaei, E. Hajsafi, V. Amiri, S. Ezatolahi, R. Ghoochannejhad, M. Taremi]"
Friendlies,Iran,Iraq,0,1,/matches/2017/03/18/world/friendlies/iran/iraq/2423044/,[],[]
WC Qualification Asia,Iran,China PR,1,0,/matches/2017/03/28/asia/wc-qualifying-asia/iran/china-pr/2228515/,"[A. Beiranvand, P. Montazeri, V. Ghafouri, M. Pouraliganji, Milad Mohammadi, M. Shojaei, O. Ebrahimi, S. Ezatolahi, R. Ghoochannejhad, M. Taremi, A. Jahanbakhsh]","[Zeng Cheng, Feng Xiaoting, Zhang Linpeng, Jiang Zhipeng, Mei Fang, Zheng Zhi, Zhang Xizhe, Wu Xi, Yu Dabao, Gao Lin, Zhang Yuning]"
WC Qualification Asia,Iran,Uzbekistan,2,0,/matches/2017/06/12/asia/wc-qualifying-asia/iran/uzbekistan/2228516/,"[A. Beiranvand, J. Hosseini, M. Pouraliganji, R. Rezaeian, Milad Mohammadi, M. Shojaei, S. Ezatolahi, A. Karimi, M. Taremi, S. Azmoun, A. Jahanbakhsh]","[A. Lobanov, A. Ismailov, S. Andreev, A. Shorakhmedov, Y. Krimets, V. Afonin, A. Haydarov, O. Akhmedov, E. Shomurodov, T. Abdukholikov, I. Sergeev]"
WC Qualification Asia,Iran,Syria,2,2,/matches/2017/09/05/asia/wc-qualifying-asia/iran/syria/2228523/,"[A. Beiranvand, M. Pouraliganji, R. Rezaeian, M. Ansari, Milad Mohammadi, A. Dejagah, E. Hajsafi, A. Karimi, M. Taremi, S. Azmoun, A. Jahanbakhsh]","[Ibrahim Alma, Alaa Al Shbli, Ahmad Al Salih, Moayad Ajan, Hadi Al Masri, Tamer Haj Mohamad, Mahmoud Al Mawas, Zahir Al Midani, Firas Al Khatib, Omar Khribin, Omar Al Somah]"
Friendlies,Venezuela,Iran,0,1,/matches/2017/11/13/world/friendlies/venezuela/iran/2652715/,"[W. Fariñez, W. Ángel, R. Quijada, J. Chancellor, R. Hernández, A. Figuera, J. Añor, J. Murillo, Y. Herrera, S. Rondón, D. Machís]","[A. Beiranvand, J. Hosseini, M. Pouraliganji, R. Rezaeian, A. Dejagah, E. Hajsafi, V. Amiri, S. Ezatolahi, A. Karimi, R. Ghoochannejhad, A. Jahanbakhsh]"
Friendlies,Iran,Sierra Leone,4,0,/matches/2018/03/17/world/friendlies/iran/sierra-leone/2757156/,"[H. Lak, R. Rezaeian, M. Khanzadeh, R. Cheshmi, O. Ebrahimi, A. Abdollahzadeh, S. Aghaei, A. Karimi, A. Gholizadeh, O. Noorafkan, K. Rezaei]","[I. Tarawally, I. Kargbo, Abdulrahman Bangura, K. Fofanah, A. Suma, Y. Dunia, A. Kanu, A. Sesay, A. Mansaray, Mohamed Bangura, T. Koroma]"
Friendlies,Iran,Algeria,2,1,/matches/2018/03/27/world/friendlies/iran/algeria/2705065/,"[A. Beiranvand, P. Montazeri, V. Ghafouri, M. Khanzadeh, E. Hajsafi, S. Aghaei, S. Ezatolahi, K. Ansarifard, M. Taremi, S. Azmoun, A. Jahanbakhsh]","[F. Chaouchi, C. Medjani, A. Mandi, F. Chafaï, R. Bensebaini, S. Hanni, R. Mahrez, Z. Ferhat, S. Boukhanchouche, E. Soudani, B. Bounedjah]"
Friendlies,Turkey,Iran,2,1,/matches/2018/05/28/world/friendlies/turkey/iran/2709853/,"[S. Kırıntılı, H. Kaldirim, Ş. Özbayraklı, K. Ayhan, C. Söyüncü, M. Topal, O. Yokuşlu, E. Akbaba, C. Ünder, Y. Yazıcı, C. Tosun]","[A. Beiranvand, M. Pouraliganji, R. Rezaeian, R. Cheshmi, Milad Mohammadi, M. Shojaei, E. Hajsafi, K. Ansarifard, M. Taremi, S. Azmoun, A. Jahanbakhsh]"
World Cup,Morocco,Iran,0,1,/matches/2018/06/15/world/world-cup/morocco/iran/2166069/,"[Munir, M. Benatia, A. Hakimi, K. El Ahmadi, M. Boussoufa, Y. Belhanda, R. Saïss, H. Ziyech, A. Harit, N. Amrabat, A. El Kaabi]","[A. Beiranvand, M. Pouraliganji, R. Rezaeian, R. Cheshmi, M. Shojaei, E. Hajsafi, O. Ebrahimi, V. Amiri, K. Ansarifard, S. Azmoun, A. Jahanbakhsh]"
WC Qualification Asia,Iran,Oman,2,0,/matches/2016/03/29/asia/wc-qualifying-asia/iran/oman/2028667/,"[A. Beiranvand, J. Hosseini, P. Montazeri, R. Rezaeian, A. Dejagah, E. Hajsafi, O. Ebrahimi, V. Amiri, S. Ezatolahi, S. Azmoun, A. Jahanbakhsh]","[Ali Al Habsi, Mohammed Al Musalami, Abdul Sallam Amur, Mohammed Al Rawahi, Khalid Al Yaqoobi, Hussain Al Hadhri, Ahmed Kano, Mohsin Al Khaldi, Harib Al Saadi, Raed Ibrahim Saleh, Abdul Aziz Al Muqbali]"
Friendlies,Tunisia,Iran,1,0,/matches/2018/03/23/world/friendlies/tunisia/iran/2724971/,"[F. Ben Mustapha, Y. Benalouane, A. Maâloul, D. Bronn, N. Sliti, F. Sassi, E. Skhiri, S. Khaoui, Y. Meriah, M. Ben Amor, W. Khazri]","[A. Beiranvand, R. Rezaeian, M. Khanzadeh, R. Cheshmi, Milad Mohammadi, M. Shojaei, E. Hajsafi, V. Amiri, A. Karimi, R. Ghoochannejhad, K. Ansarifard]"
Friendlies,Iran,Uzbekistan,1,0,/matches/2018/05/19/world/friendlies/iran/uzbekistan/2702101/,"[A. Abedzadeh, V. Ghafouri, M. Khanzadeh, R. Cheshmi, M. Hosseini, E. Hajsafi, M. Torabi, A. Gholizadeh, R. Ghoochannejhad, K. Ansarifard, M. Taremi]","[B. Ergashev, D. Tursunov, R. Ashurmatov, A. Komilov, A. Otakhonov, J. Masharipov, O. Khamrobekov, J. Sidikov, A. Ganiev, A. Turgunbayev, Z. Urinboev]"
Friendlies,Iran,Lithuania,1,0,/matches/2018/06/08/world/friendlies/iran/lithuania/2749058/,"[A. Beiranvand, M. Pouraliganji, R. Rezaeian, R. Cheshmi, Milad Mohammadi, M. Shojaei, E. Hajsafi, O. Ebrahimi, M. Taremi, S. Azmoun, A. Jahanbakhsh]","[T. Švedkauskas, A. Jankauskas, E. Vaitkūnas, V. Borovskis, E. Veliulis, J. Januševskij, M. Kuklys, A. Žulpa, M. Vorobjovas, J. Lasickas, K. Laukžemis]"
WC Qualification Asia,China PR,Iran,0,0,/matches/2016/09/06/asia/wc-qualifying-asia/china-pr/iran/2228500/,"[Zeng Cheng, Feng Xiaoting, Zhao Mingjian, Ren Hang, Li Xuepeng, Zhang Linpeng, Yu Hai, Huang Bowen, Hao Junmin, Wu Lei, Zhang Yuning]","[A. Beiranvand, P. Montazeri, M. Pouraliganji, R. Rezaeian, Milad Mohammadi, M. Shojaei, A. Teymourian, V. Amiri, S. Ezatolahi, S. Azmoun, A. Jahanbakhsh]"
WC Qualification Asia,Iran,Korea Republic,1,0,/matches/2016/10/11/asia/wc-qualifying-asia/iran/korea-republic/2228506/,"[A. Beiranvand, J. Hosseini, M. Pouraliganji, R. Rezaeian, Milad Mohammadi, A. Dejagah, E. Hajsafi, V. Amiri, S. Ezatolahi, S. Azmoun, A. Jahanbakhsh]","[Kim Seung-Gyu, Kwak Tae-Hwi, Oh Jae-Suk, Kim Ki-Hee, Jang Hyun-Soo, Ki Sung-Yeung, Lee Chung-Yong, Kim Bo-Kyung, Ji Dong-Won, Han Kook-Young, Son Heung-Min]"
Friendlies,Iran,Papua New Guinea,8,1,/matches/2016/11/10/world/friendlies/iran/papua-new-guinea/2367846/,[],[]
Hybrid Friendlies,SPAL,Iran,0,3,/matches/2016/08/19/world/hybrid-friendlies/spal-1907/iran/2339067/,[],[]
Friendlies,FYR Macedonia,Iran,1,3,/matches/2016/06/02/world/friendlies/macedonia-fyr/iran/2175052/,"[S. Dimitrievski, V. Shikov, S. Ristovski, K. Ristevski, G. Zajkov, I. Trichkovski, B. Najdenov, G. Pandev, A. Trajkovski, B. Nikolov, M. Radeski]","[A. Beiranvand, P. Montazeri, M. Pouraliganji, R. Rezaeian, A. Dejagah, E. Hajsafi, V. Amiri, S. Ezatolahi, S. Azmoun, A. Jahanbakhsh, D. Shojaeian]"
WC Qualification Asia,Qatar,Iran,0,1,/matches/2017/03/23/asia/wc-qualifying-asia/qatar/iran/2228510/,"[Saad Al Sheeb, Ibrahim Majid, Boualem Khoukhi, Pedro Miguel Correia, Yasser Aboubaker Essa, Rodrigo Barbosa Tabata, Karim Boudiaf, Luiz Ceará, Hassan Khalid, Sebastián Soria, Akram Afif]","[A. Beiranvand, P. Montazeri, V. Ghafouri, M. Pouraliganji, Milad Mohammadi, E. Hajsafi, S. Ezatolahi, K. Ansarifard, M. Taremi, S. Azmoun, A. Jahanbakhsh]"
Friendlies,Montenegro,Iran,1,2,/matches/2017/06/04/world/friendlies/montenegro/iran/2447271/,"[D. Petković, Ž. Tomašević, S. Savić, M. Simić, E. Klimenta, N. Kosović, M. Janković, V. Savićević, F. Bećiraj, S. Jovetić, V. Jovović]","[A. Beiranvand, P. Montazeri, M. Pouraliganji, R. Rezaeian, A. Dejagah, E. Hajsafi, S. Aghaei, S. Ezatolahi, M. Torabi, K. Ansarifard, S. Azmoun]"
WC Qualification Asia,Korea Republic,Iran,0,0,/matches/2017/08/31/asia/wc-qualifying-asia/korea-republic/iran/2228521/,"[Kim Seung-Gyu, Choi Chul-Soon, Kim Young-Gwon, Kim Jin-Su, Jang Hyun-Soo, Kim Min-Jae, Koo Ja-Cheol, Lee Jae-Sung II, Son Heung-Min, Kwon Chang-Hoon, Hwang Hee-Chan]","[A. Beiranvand, M. Pouraliganji, R. Rezaeian, M. Ansari, Milad Mohammadi, A. Dejagah, E. Hajsafi, V. Amiri, S. Ezatolahi, R. Ghoochannejhad, A. Jahanbakhsh]"
Friendlies,Iran,Togo,2,0,/matches/2017/10/05/world/friendlies/iran/togo/2597891/,"[H. Lak, V. Ghafouri, M. Kanani, R. Cheshmi, E. Hajsafi, A. Abdollahzadeh, S. Ezatolahi, M. Torabi, K. Ansarifard, K. Rezaei, S. Ghoddos]","[B. Sabirou, S. Ouro-Akoriko, D. Dakonam, S. Lawson, H. Ouro-Sama, M. Dossevi, L. Atakora, K. Atchou, P. Mlapa, I. Bebou, K. Laba]"
Friendlies,Iran,Panama,2,1,/matches/2017/11/09/world/friendlies/iran/panama/2647410/,"[A. Beiranvand, V. Ghafouri, M. Pouraliganji, R. Cheshmi, A. Dejagah, A. Abdollahzadeh, S. Aghaei, S. Ezatolahi, K. Ansarifard, M. Taremi, S. Ghoddos]","[J. Calderón, E. Davis, R. Chen, J. Vargas, R. Avila, A. Cooper, M. Sánchez, M. Vargas, J. Núñez, L. Heraldez, G. Torres]"
Friendlies,Egypt,Libya,2,0,/matches/2016/01/29/world/friendlies/egypt/libya/2188306/,"[Ahmed Al Shenawy, Ahmed Hegazi, Ali Gabr, Mohamed Hany, Abdalla El Said, Sabri Rahil, Ibrahim Salah, Momen Zakaria, Ayman Hefni, Kahraba, Marwan Mohsen]","[Muhammad Nashnoush, Rabii Ellafi, Moaied Abdeslam Algritly, Tarik Al Gamal, Talal Farhat, Moaeen Khemag, Mansour El Borki, Ahmed El Trbi, Mohamed Tabal, Mohamed Al Ghanodi, Faisal Saleh Al Badri]"
Africa Cup of Nations Qualification,Nigeria,Egypt,1,1,/matches/2016/03/25/africa/africa-cup-of-nations-qualification/nigeria/egypt/2038209/,[],[]
WC Qualification Africa,Egypt,Ghana,2,0,/matches/2016/11/13/africa/wc-qualifying-africa/egypt/ghana/2279649/,"[Essam El Hadary, Ahmed Fathy, Mohamed Abdul Shafy, Ahmed Hegazi, Ali Gabr, Abdalla El Said, Tarek Hamed, Mohamed Elneny, Trézéguet, Mohamed Salah, Bassem Morsi]","[R. Brimah, H. Afful, J. Mensah, A. Baba, M. Wakaso, E. Agyemang-Badu, C. Atsu, T. Partey, D. Amartey, A. Ayew, J. Ayew]"
Friendlies,Egypt,Guinea,1,1,/matches/2016/08/30/world/friendlies/egypt/guinea/2331717/,"[Essam El Hadary, Ahmed Fathy, Ayman Ashraf, Ali Gabr, Islam Gamal, Mostafa Fathi, Abdalla El Said, Ibrahim Salah, Mohamed Elneny, Trézéguet, Bassem Morsi]","[N. Yattara, F. Camara, S. Conde, Alsény Bangoura, Ibrahima Sory Bangoura, S. Diallo, K. Lamah, I. Soumah, I. Sankhon, Alkhali Bangoura, Alseny Camara Agogo]"
Friendlies,South Africa,Egypt,1,0,/matches/2016/09/06/world/friendlies/south-africa/egypt/2331719/,"[I. Khune, C. Daniels, T. Langerman, T. Hlatshwayo, A. Mobara, D. Furman, M. Masango, M. Makola, A. Jali, K. Dolly, T. Gabuza]","[Ahmed Al Shenawy, Ahmed Dowidar, Mohamed Abdul Shafy, Ali Gabr, Omar Gaber, Abdalla El Said, Ibrahim Salah, Mohamed Elneny, Trézéguet, Mohamed Salah, Koka]"
Africa Cup of Nations,Mali,Egypt,0,0,/matches/2017/01/17/africa/africa-cup-of-nations/mali/egypt/2366102/,"[O. Sissoko, O. Coulibaly, M. Wagué, S. Coulibaly, H. Traoré, S. Yatabaré, Mamoutou N'Diaye, Y. Sylla, L. Coulibaly, B. Sako, M. Marega]","[Ahmed Al Shenawy, Ahmed Fathy, Mohamed Abdul Shafy, Ahmed Hegazi, Ali Gabr, Abdalla El Said, Tarek Hamed, Mohamed Elneny, Trézéguet, Mohamed Salah, Marwan Mohsen]"
Africa Cup of Nations,Egypt,Ghana,1,0,/matches/2017/01/25/africa/africa-cup-of-nations/egypt/ghana/2366105/,"[Essam El Hadary, Ahmed Fathy, Ahmed Hegazi, Ali Gabr, Ahmed El Mohamady, Abdalla El Said, Tarek Hamed, Mohamed Elneny, Trézéguet, Mohamed Salah, Marwan Mohsen]","[R. Brimah, H. Afful, J. Boye, J. Mensah, E. Agyemang-Badu, A. Yiadom, C. Atsu, D. Amartey, A. Gyan, A. Ayew, S. Tetteh]"
Africa Cup of Nations,Burkina Faso,Egypt,1,1,/matches/2017/02/01/africa/africa-cup-of-nations/burkina-faso/egypt/2366060/,"[K. Koffi, Bakary Koné, S. Yago, I. Dayo, Y. Coulibaly, Abdou Razak Traoré, C. Kaboré, I. Touré, A. Bancé, P. Nakoulma, B. Traoré]","[Essam El Hadary, Ahmed Fathy, Ahmed Hegazi, Ali Gabr, Ahmed El Mohamady, Abdalla El Said, Ibrahim Salah, Tarek Hamed, Kahraba, Trézéguet, Mohamed Salah]"
Friendlies,Egypt,Togo,3,0,/matches/2017/03/28/world/friendlies/egypt/togo/2425020/,"[Sherif Ekramy, Ahmed Hegazi, Saad Samir, Karim Hafez, Ahmed El Mohamady, Sam Morsy, Mohamed Elneny, Kahraba, A. Jakobsen, Amr Warda, Ramadan Sobhi]","[Y. Agblemagnon, V. Bossou, D. Dakonam, H. Ouro-Sama, M. Kouloun, L. Atakora, K. Gazozo, E. Adebayor, I. Bebou, K. Laba, G. Yenoussi]"
Non-FIFA Friendlies,Egypt,Libya,1,0,/matches/2017/06/05/world/non-fifa-friendlies/egypt/libya/2456866/,"[Emad El Sayed, Amr El Halwani, Ahmed Samy, Ahmed Ayman Mansour, Hesham Mohamed, Nour El Sayed, Mohamed Hamdy Zaki, Ahmed Dawooda, Ibrahim Hassan, Hussein El Shahat, Ahmed Gomaa]","[Meftah Al Dirsi, Ahmed El Trbi, Motasem Sabbou, Ahmed Al Maghasi, Ahmed Abdalla, Elmutasem El Masrati, Mohamed Tabal, Yahya Ali Al Zlitni, Mohammad Zubya, Faisal Saleh Al Badri, Ibrahim Mohammed Ajeel Fetouri]"
African Nations Championship,Egypt,Morocco,1,1,/matches/2017/08/13/africa/african-nations-championship/egypt/morocco/2410355/,[],[]
WC Qualification Africa,Uganda,Egypt,1,0,/matches/2017/08/31/africa/wc-qualifying-africa/uganda/egypt/2279651/,"[D. Onyango, G. Walusimbi, I. Isinde, J. Ochaya, N. Wadada, M. Jjuko, H. Wasswa, K. Aucho, F. Miya, E. Okwi, D. Nsimbambi]","[Essam El Hadary, Ahmed Fathy, Mohamed Abdul Shafy, Ahmed Hegazi, Rami Rabia, Abdalla El Said, Tarek Hamed, Mohamed Elneny, Kahraba, Trézéguet, Mohamed Salah]"
WC Qualification Africa,Egypt,Congo,2,1,/matches/2017/10/08/africa/wc-qualifying-africa/egypt/congo/2279654/,"[Essam El Hadary, Ahmed Fathy, Mohamed Abdul Shafy, Ahmed Hegazi, Rami Rabia, Tarek Hamed, Mohamed Elneny, Saleh Gomaa, Mohamed Salah, Koka, Ramadan Sobhi]","[B. Mouko, T. Badila, R. Etou, B. Itoua, F. Mayembo, D. N’Dinga, P. Oniangué, T. Bifouma, Dolan Bahamboula, D. Saint-Louis, D. Delarge]"
WC Qualification Africa,Ghana,Egypt,1,1,/matches/2017/11/12/africa/wc-qualifying-africa/ghana/egypt/2279657/,"[R. Ofori, H. Afful, K. Nuhu, L. Agbenyenu, M. Wakaso, E. Gyasi, D. Amartey, E. Ofori, G. Donsah, N. Ampomah, R. Dwamena]","[Sherif Ekramy, Ali Gabr, Rami Rabia, Karim Hafez, Ahmed El Mohamady, Shikabala, Sam Morsy, Mohamed Elneny, Trézéguet, Amr Marei, Ramadan Sobhi]"
Friendlies,Egypt,Greece,0,1,/matches/2018/03/27/world/friendlies/egypt/greece/2702661/,"[Mohamed Awad, Saad Samir, Ali Gabr, Omar Gaber, Ahmed El Mohamady, Hossam Ashour, Momen Zakaria, Mohamed Elneny, Mohamed Magdi Kafsha, Marwan Mohsen, Ramadan Sobhi]","[A. Gianniotis, K. Papadopoulos, G. Tzavellas, K. Stafylidis, L. Christodoulopoulos, A. Tziolis, P. Tachtsidis, M. Bakakis, D. Pelkas, N. Karelis, A. Donis]"
Friendlies,Egypt,Colombia,0,0,/matches/2018/06/01/world/friendlies/egypt/colombia/2787949/,"[Mohamed El Shenawy, Ahmed Fathy, Mohamed Abdul Shafy, Ahmed Hegazi, Saad Samir, Abdalla El Said, Tarek Hamed, Sam Morsy, Trézéguet, Marwan Mohsen, Ramadan Sobhi]","[D. Ospina, S. Arias, F. Fabra, Y. Mina, D. Sánchez, C. Sánchez, Juan Cuadrado, J. Rodríguez, M. Uribe, J. Lerma, R. Falcao]"
WC Qualification Africa,Egypt,Uganda,1,0,/matches/2017/09/05/africa/wc-qualifying-africa/egypt/uganda/2279652/,"[Essam El Hadary, Ahmed Fathy, Mohamed Abdul Shafy, Ahmed Hegazi, Rami Rabia, Abdalla El Said, Tarek Hamed, Mohamed Elneny, Mohamed Salah, Amr Gamal, Ramadan Sobhi]","[D. Onyango, G. Walusimbi, I. Isinde, J. Ochaya, N. Wadada, M. Jjuko, H. Wasswa, K. Aucho, F. Miya, E. Okwi, D. Nsimbambi]"
Friendlies,Portugal,Egypt,2,1,/matches/2018/03/23/world/friendlies/portugal/egypt/2702660/,"[Beto, Bruno Alves, Rolando, Cédric Soares, Raphaël Guerreiro, João Moutinho, João Mário, Rúben Neves, Bernardo Silva, Cristiano Ronaldo, André Silva]","[Mohamed El Shenawy, Ahmed Fathy, Mohamed Abdul Shafy, Ahmed Hegazi, Ali Gabr, Abdalla El Said, Tarek Hamed, Mohamed Elneny, Trézéguet, Mohamed Salah, Koka]"
Friendlies,Kuwait,Egypt,1,1,/matches/2018/05/25/world/friendlies/kuwait/egypt/2753949/,"[Hameed Al Qallaf, Hussein Aly Hakim, Fahad Al Rashidi, Khaled Al Qahtani, Talal Al Fadhil, Ahmad Al Dhufairi, Fahad Al Ansari, Fahad Al Enezi, Faisal Al Harbi, Fahad Al Hajeri, Bashar Alah]","[Sherif Ekramy, Ali Gabr, Omar Gaber, Mahmoud Hamdi El Wensh, Karim Hafez, Shikabala, Tarek Hamed, Mahmoud Abdel Aziz, Amr Warda, Koka, Ramadan Sobhi]"
Friendlies,Belgium,Egypt,3,0,/matches/2018/06/06/world/friendlies/belgium/egypt/2746098/,"[T. Courtois, J. Vertonghen, L. Ciman, T. Alderweireld, T. Meunier, A. Witsel, K. De Bruyne, Y. Carrasco, E. Hazard, D. Mertens, R. Lukaku]","[Essam El Hadary, Ahmed Fathy, Mohamed Abdul Shafy, Ahmed Hegazi, Ali Gabr, Abdalla El Said, Tarek Hamed, Mohamed Elneny, Amr Warda, Marwan Mohsen, Ramadan Sobhi]"
Non-FIFA Friendlies,Egypt,Yemen,1,0,/matches/2017/05/13/world/non-fifa-friendlies/egypt/yemen/2451133/,"[Emad El Sayed, Ahmed Samy, Mahmoud Alaa, El Sayed Salem, Hesham Mohamed, Nour El Sayed, Ahmed Dawooda, Mahmoud Metwalli, Ibrahim Hassan, Hussein El Shahat, Mohamed Gouda]","[Mohammed Ayash, Hamada Al Zubairi, Nateeq Hizam, Mohammed Boqshan, Mohammed Fuad, Ala Addin Mahdi, Ala'a Al Sasi, Waleed Al Hubaishi, Ahmed Al Hifi, Mohsen Mohammed, Emad Mansoor]"
Africa Cup of Nations Qualification,Tunisia,Egypt,1,0,/matches/2017/06/12/africa/africa-cup-of-nations-qualification/tunisia/egypt/2412135/,[],[]
African Nations Championship,Morocco,Egypt,3,1,/matches/2017/08/18/africa/african-nations-championship/morocco/egypt/2410356/,[],[]
Friendlies,Egypt,Burkina Faso,2,0,/matches/2016/02/27/world/friendlies/egypt/burkina-faso/2207539/,[],[]
Africa Cup of Nations Qualification,Egypt,Nigeria,1,0,/matches/2016/03/29/africa/africa-cup-of-nations-qualification/egypt/nigeria/2038211/,[],[]
Africa Cup of Nations Qualification,Tanzania,Egypt,0,2,/matches/2016/06/04/africa/africa-cup-of-nations-qualification/tanzania/egypt/2038214/,[],[]
Friendlies,Egypt,Jordan,0,1,/matches/2016/01/27/world/friendlies/egypt/jordan/2188305/,"[Sherif Ekramy, Ahmed Dowidar, Omar Gaber, Ali Fathi, Rami Rabia, Mostafa Fathi, Hossam Ghaly, Abdalla El Said, Nour El Sayed, Ahmed Raouf, Ramadan Sobhi]","[Amer Shafi', Anas Bani Yassen, Oday Zahran, Ahmad Elias, Yaser Al Rawashdeh, Mohammad Al Dumeiri, Tareq Zeyad, Baha'a Abdulrahman, Yasen Al Bakhet, Ahmed Samir, Mohammad Al Awaneh]"
WC Qualification Africa,Congo,Egypt,1,2,/matches/2016/10/09/africa/wc-qualifying-africa/congo/egypt/2279647/,"[G. Mouyabi, M. Baudry, B. Moubhio, B. Itoua, I. Ngampio, J. Massengo, T. Bifouma, K. Moukassa, C. Bakoua, F. Ondama, F. Doré]","[Essam El Hadary, Mohamed Abdul Shafy, Ali Gabr, Omar Gaber, Islam Gamal, Abdalla El Said, Tarek Hamed, Mohamed Elneny, Trézéguet, Mohamed Salah, Bassem Morsi]"
Friendlies,Egypt,Tunisia,1,0,/matches/2017/01/08/world/friendlies/egypt/tunisia/2374952/,"[Sherif Ekramy, Ahmed Fathy, Saad Samir, Ali Gabr, Karim Hafez, Tarek Hamed, Mohamed Elneny, Trézéguet, Amr Warda, Koka, Ramadan Sobhi]","[A. Mathlouthi, S. Ben Youssef, A. Maâloul, M. Yacoubi, H. Nagguez, N. Sliti, F. Sassi, H. Lahmar, Y. Msakni, A. Akaïchi, W. Khazri]"
Africa Cup of Nations,Egypt,Uganda,1,0,/matches/2017/01/21/africa/africa-cup-of-nations/egypt/uganda/2366104/,"[Essam El Hadary, Ahmed Fathy, Mohamed Abdul Shafy, Ahmed Hegazi, Ali Gabr, Tarek Hamed, Mohamed Elneny, Trézéguet, Mohamed Salah, Marwan Mohsen, Ramadan Sobhi]","[D. Onyango, G. Walusimbi, J. Ochaya, M. Jjuko, T. Mawejje, H. Wasswa, G. Kizito, D. Iguma, K. Aucho, F. Miya, G. Massa]"
Africa Cup of Nations,Egypt,Morocco,1,0,/matches/2017/01/29/africa/africa-cup-of-nations/egypt/morocco/2366057/,"[Essam El Hadary, Ahmed Fathy, Ahmed Hegazi, Ali Gabr, Karim Hafez, Ahmed El Mohamady, Abdalla El Said, Tarek Hamed, Trézéguet, Mohamed Salah, Marwan Mohsen]","[Munir, M. da Costa, M. Benatia, H. Mendyl, K. El Ahmadi, M. Boussoufa, N. Dirar, F. Fajr, R. Saïss, A. Bouhaddouz, Y. En-Nesyri]"
Africa Cup of Nations,Egypt,Cameroon,1,2,/matches/2017/02/05/africa/africa-cup-of-nations/egypt/cameroon/2366063/,"[Essam El Hadary, Ahmed Fathy, Ahmed Hegazi, Ali Gabr, Ahmed El Mohamady, Abdalla El Said, Tarek Hamed, Mohamed Elneny, Trézéguet, Amr Warda, Mohamed Salah]","[F. Ondoa, A. Teikeu, A. Oyongo, C. Fai, A. Djoum, S. Siani, M. Ngadeu-Ngadjui, B. Moukandjo, J. Zoua, C. Bassogog, R. Tambe]"
WC Qualification Asia,Saudi Arabia,Malaysia,2,0,/matches/2016/03/24/asia/wc-qualifying-asia/saudi-arabia/malaysia/2028614/,"[Khaled Sharahili, Osama Hawsawi, Abdullah Al Zoari, Yasir Al Shahrani, Omar Hawsawi, Taisir Al Jassim, Abdulmalek Al Khaibri, Yehya Al Shehri, Salman Al Faraj, Mohammad Al Sahlawi, Salman Al Moasher]","[Khairul Fahmi, Mohd Aidil Zafuan, Mohd Fadhli, Mohd Azrif Nasrulhaq, Mohd Nazrin, Mohd Safiq, Baddrol, Kunanlan, Wan Zack Haikal, Brendan Gan, Mohd Amri]"
Friendlies,Saudi Arabia,Laos,4,0,/matches/2016/08/24/world/friendlies/saudi-arabia/laos/2344648/,"[Yasser Al Mosailem, Osama Hawsawi, Mansour Al Harbi, Omar Hawsawi, Mohammed Al Burayk, Taisir Al Jassim, Abdulmalek Al Khaibri, Nawaf Al Abid, Salman Al Faraj, Mohammad Al Sahlawi, Salman Al Moasher]","[C. Souksavath, S. Phommapanya, K. Hanevilay, M. Souksavath, S. Inthilath, T. Sibounhuang, P. Syvilay, M. Phomsouvanh, T. Bounmalay, P. Khochalern, S. Khanthavong]"
Friendlies,Saudi Arabia,Slovenia,0,0,/matches/2017/01/10/world/friendlies/saudi-arabia/slovenia/2385517/,"[Yasser Al Mosailem, Yasir Al Shahrani, Omar Hawsawi, Mohammed Al Fatil, Hasan Kadesh, Taisir Al Jassim, Abdulmalek Al Khaibri, Yehya Al Shehri, Nawaf Al Abid, Salman Al Faraj, Mohammad Al Sahlawi]","[G. Sorčan, A. Mlinar Delamea, M. Blažič, G. Sikošek, A. Vetrih, D. Klinar, M. Pučko, M. Zajc, Ž. Majer, M. Podlogar, S. Vuk]"
WC Qualification Asia,Iraq,Saudi Arabia,1,2,/matches/2016/09/06/asia/wc-qualifying-asia/iraq/saudi-arabia/2228543/,"[Mohammed Hameed, Ahmad Ibrahim Khalaf, Dhurgham Ismail, Saad Natiq, Alaa Ali Mhawi, Ahmed Yasin, Saad Abdulameer, Justin Meram, Mahdi Kamil, Ala'a Abdul Zahra, Mohannad Abdulraheem]","[Yasser Al Mosailem, Osama Hawsawi, Mansour Al Harbi, Hassan Muath Fallatah, Omar Hawsawi, Taisir Al Jassim, Abdulmalek Al Khaibri, Yehya Al Shehri, Nawaf Al Abid, Salman Al Faraj, Naif Hazazi]"
